student_id,fees_due,mentor_email
1899,1000,mentor899@mentors.org
1900,0,mentor900@mentors.org
1901,0,mentor901@example.com
1902,2000,mentor902@mentors.org
1903,3000,mentor903@mentors.org
1904,1000,mentor904@example.com
1905,2000,mentor905@example.com
1906,2000,mentor906@mentors.org
1907,0,mentor907@mentors.org
1908,0,mentor908@mentors.org
1909,0,mentor909@mentors.org
1910,0,mentor910@college.edu
1911,3000,mentor911@mentors.org
1912,0,mentor912@example.com
1913,1000,mentor913@example.com
1914,0,mentor914@example.com
1915,0,mentor915@example.com
1916,0,mentor916@mentors.org
1917,0,mentor917@mentors.org
1918,1000,mentor918@college.edu
1919,0,mentor919@mentors.org
1920,1000,mentor920@example.com
1921,0,mentor921@mentors.org
1922,0,mentor922@college.edu
1923,0,mentor923@mentors.org
1924,1000,mentor924@mentors.org
1925,1000,mentor925@example.com
1926,0,mentor926@college.edu
1927,0,mentor927@mentors.org
1928,2000,mentor928@mentors.org
1929,0,mentor929@college.edu
1930,0,mentor930@mentors.org
1931,2000,mentor931@college.edu
1932,1000,mentor932@college.edu
1933,0,mentor933@example.com
1934,3000,mentor934@mentors.org
1935,2000,mentor935@college.edu
1936,0,mentor936@college.edu
1937,1000,mentor937@college.edu
1938,1000,mentor938@example.com
1939,0,mentor939@mentors.org
1940,0,mentor940@example.com
1941,0,mentor941@example.com
1942,1000,mentor942@college.edu
1943,0,mentor943@college.edu
1944,2000,mentor944@college.edu
1945,1000,mentor945@college.edu
1946,0,mentor946@example.com
1947,1000,mentor947@college.edu
1948,0,mentor948@mentors.org
1949,1000,mentor949@example.com
1950,1000,mentor950@college.edu
1951,0,mentor951@mentors.org
1952,0,mentor952@college.edu
1953,0,mentor953@mentors.org
1954,0,mentor954@college.edu
1955,0,mentor955@college.edu
1956,0,mentor956@example.com
1957,5000,mentor957@college.edu
1958,0,mentor958@mentors.org
1959,0,mentor959@mentors.org
1960,1000,mentor960@example.com
1961,0,mentor961@college.edu
1962,5000,mentor962@example.com
1963,1000,mentor963@college.edu
1964,2000,mentor964@example.com
1965,0,mentor965@college.edu
1966,0,mentor966@college.edu
1967,0,mentor967@example.com
1968,2000,mentor968@example.com
1969,0,mentor969@example.com
1970,0,mentor970@example.com
1971,5000,mentor971@college.edu
1972,0,mentor972@college.edu
1973,0,mentor973@mentors.org
1974,0,mentor974@college.edu
1975,5000,mentor975@example.com
1976,0,mentor976@example.com
1977,2000,mentor977@college.edu
1978,2000,mentor978@mentors.org
1979,0,mentor979@mentors.org
1980,1000,mentor980@college.edu
1981,0,mentor981@example.com
1982,0,mentor982@example.com
1983,2000,mentor983@college.edu
1984,3000,mentor984@mentors.org
1985,1000,mentor985@college.edu
1986,1000,mentor986@college.edu
1987,0,mentor987@college.edu
1988,0,mentor988@college.edu
1989,0,mentor989@example.com
1990,0,mentor990@example.com
1991,0,mentor991@college.edu
1992,0,mentor992@mentors.org
1993,0,mentor993@college.edu
1994,0,mentor994@example.com
1995,1000,mentor995@example.com
1996,2000,mentor996@mentors.org
1997,0,mentor997@college.edu
1998,3000,mentor998@example.com
1999,3000,mentor999@example.com
2000,0,mentor1000@college.edu
